tss_name	tss_strand	tss_position	prom_expression	active	left	right	operon	strand
TSS_6201_storz	-	1619619	0.577529233816298	inactive	1618262	1619161	eamA	-
TSS_17983_storz	-	4600928	0.748652831960616	inactive	4600111	4600881	yjjP	-
TSS_12358_storz	-	3256128	0.767953478878242	inactive	3253363	3255969	yhaOM	-
TSS_15745_regulondb	+	4040070	0.966378360407331	inactive	4040438	4042067	rdoA-dsbA	+
TSS_15745_regulondb	+	4040070	0.966378360407331	inactive	4040092	4040361	yihD	+
TSS_3631_storz	+	946093	0.859420519408665	inactive	946452	947882	ycaM	+
TSS_12148_wanner	-	3202658	0.776095763617683	inactive	3202243	3202611	folB	-
TSS_5894_regulondb	-	1515270	0.652415172885602	inactive	1515123	1515218	yncL	-
TSS_5894_regulondb	-	1515270	0.652415172885602	inactive	1509678	1515026	ydcSTUV-patD	-
TSS_1095_storz	-	253453	0.829113529859779	inactive	250898	253161	dinB-yafNOP	-
TSS_11633_storz	-	3079895	0.63202848922509	inactive	3077666	3079657	tktA	-
TSS_2012_storz	+	506424	1.73772273727079	active	506428	506511	chiX	+
TSS_4654_wanner_regulondb	-	1201407	3.76090034153796	active	1200999	1201307	ymfJ	-
TSS_6992_regulondb	-	1823710	0.767323195410413	inactive	1823164	1823649	spy	-
TSS_4951_storz	+	1273089	0.68293765101622	inactive	1273148	1274401	ychO	+
TSS_11727_regulondb	-	3099077	0.608109677427514	inactive	3097704	3098750	ansB	-
TSS_2462_storz	-	643276	1.638022410238	active	642780	643190	rnk	-
TSS_15611_regulondb	+	4010970	0.556237822258941	inactive	4011076	4013337	metE	+
TSS_3527_regulondb	+	922433	0.644712619152759	inactive	922487	924763	clpA	+
TSS_7735_storz	-	2023368	10.559923247424	active	2023251	2023337	dsrA	-
TSS_2763_regulondb	+	712139	1.34560371309223	inactive	712210	714421	seqA-pgm	+
TSS_5775_wanner	+	1488901	1.45336189815493	inactive	1488926	1489456	cybB	+
TSS_3502_storz	+	917960	0.579924598120535	inactive	918458	921516	macAB	+
TSS_11249_storz	-	2980587	0.631716862771758	inactive	2977965	2980204	araE-ygeA	-
TSS_16002_storz	+	4105394	0.583092189290018	inactive	4105575	4106537	pfkA	+
TSS_15991_storz_wanner	-	4104056	0.629824495871929	inactive	4101625	4103693	cpxRA	-
TSS_4808_wanner	-	1242352	0.773604975520269	inactive	1241389	1242303	ldcA	-
TSS_2130_regulondb	-	555855	0.590202238889565	inactive	555255	555776	ybcI	-
TSS_17676_storz	-	4517293	0.803865008042151	inactive	4516550	4516825	insA-7	-
TSS_17676_storz	-	4517293	0.803865008042151	inactive	4516744	4517247	insB-7_1B-7_2	-
TSS_2837_storz	+	741722	0.677048998032116	inactive	742050	745949	ybgIJKL-nei	+
TSS_6464_storz	+	1679752	0.477369790262278	inactive	1680174	1682207	rstAB	+
TSS_14272_regulondb	-	3680039	0.698949994284597	inactive	3678467	3679963	yhjJ	-
TSS_6685_regulondb	+	1741399	3.27491345398275	active	1741481	1742854	mdtK	+
TSS_3960_storz_regulondb	+	1017682	1.44830215878926	inactive	1017708	1018160	matP	+
TSS_6266_regulondb	-	1636736	0.628912901217469	inactive	1636479	1636691	cspI	-
TSS_7963_storz	-	2076399	0.629307511687074	inactive	2072803	2076158	yeeRST-cbeA-cbtA-yeeW	-
TSS_11260_regulondb	-	2983723	0.662177490233709	inactive	2982433	2983614	yqeF	-
TSS_750_storz	+	182240	0.699636151098348	inactive	182463	183620	cdaR	+
TSS_5475_storz	-	1397649	0.613902404221389	inactive	1396798	1397550	fnr	-
TSS_11833_regulondb	+	3128047	0.719208584785227	inactive	3128200	3129216	insH-9	+
TSS_13021_regulondb	+	3401468	0.607819302378232	inactive	3401506	3402480	yhdH	+
TSS_6858_wanner	-	1790782	1.007502911282	inactive	1790291	1790755	nlpC	-
TSS_5241_regulondb	+	1327308	1.16559187444674	inactive	1327356	1328405	sohB	+
TSS_3772_regulondb	+	970895	0.717905852722259	inactive	970975	971868	ycbJ	+
TSS_3654_regulondb	-	950377	0.739068902380082	inactive	949563	950303	pflA	-
TSS_3004_regulondb	+	779956	0.729921496044436	inactive	780291	780445	valZ-lysY	+
TSS_4401_storz	+	1145324	1.0511064514686	inactive	1145812	1145980	sraB	+
TSS_2194_regulondb	-	574997	1.07375373378592	inactive	573960	574976	insH-2	-
TSS_4255_regulondb	+	1104553	0.961626973653107	inactive	1104637	1104948	ymdA	+
TSS_4255_regulondb	+	1104553	0.961626973653107	inactive	1105043	1106999	ymdB-clsC	+
TSS_12880_storz	-	3371684	0.755172588281894	inactive	3367036	3371598	nanATEK-yhcH	-
TSS_802_storz	-	191941	0.547338763070587	inactive	189712	191708	tff-rpsB-tsf	-
TSS_17811_regulondb	+	4549541	5.10708006089603	active	4549659	4552384	uxuAB	+
TSS_2823_storz_regulondb	+	738203	0.779831945763803	inactive	738224	740148	ybgA-phr	+
TSS_12884_regulondb	+	3372605	0.630163350990723	inactive	3372891	3374258	dcuD	+
TSS_6276_regulondb	+	1639714	0.613902404221389	inactive	1639879	1640091	cspF	+
TSS_2332_storz	-	605135	0.664869113372669	inactive	604741	605109	ybdF	-
TSS_2332_storz	-	605135	0.664869113372669	inactive	603994	604647	nfsB	-
TSS_8359_storz_regulondb	+	2192291	1.810628664774	active	2192322	2194355	metG	+
TSS_2084_regulondb	+	532188	0.792861359852376	inactive	532235	533050	allR	+
TSS_3398_regulondb	-	889161	1.41613747112545	inactive	887357	889042	ybjL	-
TSS_3520_regulondb	+	921973	0.658566219608613	inactive	922136	922456	clpS	+
TSS_16212_storz_regulondb	+	4152906	1.3048303457712	inactive	4153024	4156246	argCBH	+
TSS_8452_wanner	-	2222962	1.58572271970475	inactive	2221960	2222892	pbpG	-
TSS_16246_storz	+	4161240	0.613151131702875	inactive	4161662	4164308	btuB-murI	+
TSS_2217_regulondb	+	579067	0.652207455219186	inactive	579103	579309	ybcW	+
TSS_14547_storz	+	3749619	0.661393055176579	inactive	3750015	3750989	yiaU	+
TSS_13955_storz	-	3599276	0.690352467948309	inactive	3597952	3598806	rpoH	-
TSS_497_regulondb	-	117705	0.668961966199849	inactive	114522	117549	ppdD-hofBC	-
TSS_5624_regulondb	+	1438880	0.686392978986456	inactive	1439082	1439348	ydbJ	+
TSS_919_regulondb	-	214163	1.2044076439214	inactive	213678	214125	yaeP-rof	-
TSS_3565_regulondb	-	930254	1.41776619033791	inactive	926697	930185	cydDC	-
TSS_613_regulondb	+	146898	0.727113285397967	inactive	146968	147870	yadD	+
TSS_5944_storz	+	1528575	0.675062455202925	inactive	1528610	1529356	yncI	+
TSS_7360_storz	-	1921550	0.627529999287187	inactive	1921128	1921231	sdsR	-
TSS_4924_storz	-	1269216	0.577291836622305	inactive	1268926	1269033	ldrB	-
TSS_11575_storz	-	3068076	0.693640659937988	inactive	3066969	3067829	mscS	-
TSS_5558_regulondb	+	1418284	0.64412294996747	inactive	1418389	1421668	ydaSTUVW-rzpR	+
TSS_1968_regulondb	+	492933	0.637425500752749	inactive	493300	494234	ybaB-recR	+
TSS_1059_regulondb	-	243406	0.765464085527566	inactive	240859	243303	fadE	-
TSS_5632_regulondb	-	1440939	2.4164315597792	active	1439878	1440867	ldhA	-
TSS_12135_storz	-	3199390	0.613902404221389	inactive	3194823	3198987	ygiF-glnE	-
TSS_7234_regulondb	+	1892803	0.920853606332083	inactive	1892829	1894772	pabB-nudL	+
TSS_2717_storz	+	702864	0.719208584785227	inactive	703167	705113	nagE	+
TSS_14274_storz	-	3680123	0.726474279537839	inactive	3678467	3679963	yhjJ	-
TSS_14418_storz	-	3717143	1.1054847064797	inactive	3716357	3717067	yiaF	-
TSS_7477_regulondb	+	1944134	1.11299585437049	inactive	1944275	1944877	yebB	+
TSS_3036_storz	-	784189	0.458466545121761	inactive	783105	784046	zitB	-
TSS_2839_regulondb	-	741845	0.696100923586699	inactive	740298	741779	dtpD	-
TSS_2429_wanner	-	638003	0.551457680161637	inactive	637050	637796	dsbG	-
TSS_920_regulondb	-	214187	1.19571636287989	inactive	213678	214125	yaeP-rof	-
TSS_1399_storz	+	341633	0.534752022829012	inactive	342108	343157	yahK	+
TSS_13974_storz	-	3603592	0.920853606332083	inactive	3602416	3603271	rsmD-yhhL	-
TSS_3564_wanner	-	930220	1.09333375985985	inactive	926697	930185	cydDC	-
TSS_16057_regulondb	+	4116502	1.52075136740285	inactive	4116538	4116783	zapB	+
TSS_9505_storz	-	2519573	0.836125515270813	inactive	2518953	2519350	valUXY-lysV	-
TSS_3310_storz	-	863088	0.640421461173197	inactive	859397	862761	ybiYW	-
TSS_16731_wanner	-	4271955	0.979405860356418	inactive	4269072	4271894	uvrA	-
TSS_4887_storz_regulondb	-	1260205	0.825678369289043	inactive	1258347	1260026	dauA	-
TSS_11743_storz	+	3100927	0.644712619152759	inactive	3101035	3104992	mutY-yggX-mltC-nupG	+
TSS_4916_storz	+	1268173	0.613902404221389	inactive	1268546	1268612	rdlA	+
TSS_17371_storz	+	4440245	1.10456394871729	inactive	4440405	4446258	tamAB-ytfP	+
TSS_4333_storz	-	1122636	0.629916570417443	inactive	1121936	1122496	yceB	-
TSS_9994_regulondb	-	2654589	0.611469461061801	inactive	2653097	2654380	pepB	-
TSS_751_storz_regulondb	+	182447	0.67552283408413	inactive	182463	183620	cdaR	+
TSS_5278_regulondb	+	1333851	0.923489815426115	inactive	1333855	1336530	acnA	+
TSS_16610_storz_regulondb	+	4238323	0.552742353239852	inactive	4238348	4238758	psiE	+
TSS_8145_storz	-	2112440	0.947065056752741	inactive	2111458	2112351	galF	-
TSS_11421_regulondb	+	3030992	0.550172530149817	inactive	3031087	3031635	idi	+
TSS_11039_storz	+	2925957	0.505127479793653	inactive	2926251	2928965	sdaCB	+
TSS_6129_wanner	-	1599447	0.624095746051645	inactive	1596641	1599265	lsrRK	-
TSS_11842_storz	+	3131667	0.740844113864347	inactive	3132153	3132845	yghT	+
TSS_10123_storz	+	2693593	0.640861342286338	inactive	2693823	2695379	mltF	+
TSS_15487_storz	-	3984221	0.657945669129941	inactive	3982375	3984030	aslA	-
TSS_11013_storz_regulondb	-	2922159	0.844211718071327	inactive	2920557	2922135	yqcC-truC-yqcA	-
TSS_197_storz	+	47211	0.641702427394814	inactive	47246	49631	kefFC	+
TSS_3861_storz_regulondb	+	989738	0.775296983200443	inactive	989845	992457	pepN	+
TSS_13467_regulondb	-	3477007	0.624255742536088	inactive	3475929	3476519	slyD	-
TSS_9644_storz	-	2550324	0.736682885065666	inactive	2549299	2550160	ypeA-yfeZ	-
TSS_5252_storz_regulondb	+	1329004	0.832988841842883	inactive	1329072	1331669	topA	+
TSS_10580_storz	-	2796777	0.776924622678925	inactive	2796113	2796517	stpA	-
TSS_7875_storz	-	2056397	0.645731861047052	inactive	2056051	2056126	asnW	-
TSS_7031_regulondb	-	1840187	0.94463807060268	inactive	1839887	1840159	ynjH	-
TSS_9376_storz	+	2481542	1.45773047322504	inactive	2481777	2485989	evgAS	+
TSS_9618_regulondb	-	2543815	0.613902404221389	inactive	2542774	2543631	murR	-
TSS_17021_storz	-	4363752	0.597654106190384	inactive	4363041	4363379	cutA	-
TSS_5820_storz	+	1496359	0.629432406979956	inactive	1496675	1496899	ydcH	+
TSS_17653_storz	-	4506979	0.564676890066387	inactive	4505489	4506965	insMI-3	-
TSS_5421_regulondb	-	1386634	0.600551522315743	inactive	1382141	1386285	ycjXF-tyrR	-
TSS_4219_regulondb	-	1096899	51.9400171457701	active	1096788	1096875	serX	-
TSS_16213_storz_regulondb	-	4152920	0.855634169450383	inactive	4151719	4152870	argE	-
TSS_3360_wanner	+	879842	0.951433631822851	inactive	879950	881152	dacC	+
TSS_4545_regulondb	+	1174622	2.13620447428779	active	1174650	1177787	lolCDE	+
TSS_4928_storz	-	1269750	0.573884539678203	inactive	1269461	1269568	ldrC	-
TSS_7939_storz	+	2068481	0.638571027892951	inactive	2068810	2069235	yeeP	+
TSS_17230_storz	+	4404174	0.95804552922626	inactive	4404213	4409274	nsrR-rnr-rlmB-yjfIJ	+
TSS_17559_storz	-	4488420	0.743865190898448	inactive	4486584	4488086	yjgR	-
TSS_10037_storz	+	2662376	0.613902404221389	inactive	2662385	2663266	yfhR	+
TSS_16056_regulondb	+	4116450	1.61534792636953	inactive	4116538	4116783	zapB	+
TSS_11625_storz	-	3077392	1.08906292898469	inactive	3071998	3077352	cmtBA-yggPFDC	-
TSS_9584_wanner	+	2535330	0.640388021419227	inactive	2535364	2536505	yfeKS	+
TSS_5440_storz	-	1390305	0.801931284979096	inactive	1387894	1389889	ycjY-ymjDC-mpaA	-
TSS_5549_regulondb	-	1416243	0.728865236612522	inactive	1415512	1415787	racC	-
TSS_16916_wanner	-	4339667	0.613902404221389	inactive	4338743	4339651	melR	-
TSS_2805_storz	+	728403	0.690996560555322	inactive	728806	733325	rhsC-ybfB	+
TSS_17295_storz_regulondb	+	4423048	11.5516836777463	active	4423141	4424580	rpsF-priB-rpsR-rplI	+
TSS_15475_regulondb	+	3980804	0.492712601586722	inactive	3980981	3982216	aslB	+
TSS_6977_storz_regulondb	+	1820452	0.869886897180803	inactive	1820482	1821309	nadE	+
TSS_15537_storz_regulondb	+	3995930	1.16937164219363	inactive	3996006	3998168	uvrD	+
TSS_17826_storz	-	4556577	0.579924598120535	inactive	4555401	4556312	hypT	-
TSS_15418_storz	+	3964218	9.30711987938739	active	3964254	3965699	rhoL-rho	+
TSS_10307_storz	-	2734086	0.911658589461328	inactive	2732325	2734033	rluD-yfiH	-
TSS_12497_storz	+	3297845	0.663290823887823	inactive	3297988	3298290	yhbQ	+
TSS_3570_storz_regulondb	+	931551	1.59024391701837	inactive	931818	932312	lrp	+
TSS_5662_regulondb	-	1449522	0.652830608218434	inactive	1447100	1449373	tynA	-
TSS_6752_regulondb	+	1755419	29.1629044919107	active	1755445	1755681	lpp	+
TSS_13965_storz	-	3602339	0.924494085557174	inactive	3599051	3602266	ftsYEX	-
TSS_15385_storz	-	3958520	0.550960269188185	inactive	3958035	3958483	yifNO	-
TSS_8644_regulondb	-	2276375	6.52300078165301	active	2275915	2276259	yejG	-
TSS_17127_storz	+	4381765	0.726459476507526	inactive	4381862	4383364	yjeM	+
TSS_7047_regulondb	-	1843035	0.754348591188162	inactive	1841855	1842895	ynjI	-
TSS_2333_regulondb	-	605276	0.644162436743271	inactive	604741	605109	ybdF	-
TSS_10515_storz	-	2775964	0.629307511687074	inactive	2773941	2775804	yfjXY-ypjJ-yfjZ-ypjF	-
TSS_900_regulondb	+	209273	0.899010730981534	inactive	209679	211820	ldcC	+
TSS_9214_storz	+	2435894	1.22780480844278	inactive	2435972	2436967	flk	+
TSS_787_storz	-	189843	0.716986769726962	inactive	185123	189506	map-glnD-dapD	-
TSS_17446_storz	-	4461107	0.552742353239852	inactive	4457923	4460683	nrdDG	-
TSS_3828_regulondb	-	985207	0.7920590302226	inactive	983742	984932	aspC	-
TSS_13315_storz	-	3451504	0.794444986870256	inactive	3446336	3451292	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	-
TSS_10706_regulondb	-	2836154	0.556564856426198	inactive	2833195	2836127	hydN-hypF	-
TSS_10197_regulondb	+	2708379	3.41286801546855	active	2708442	2710064	nadB	+
TSS_15545_storz_regulondb	+	3999089	1.06224805698849	inactive	3999449	4000399	corA	+
TSS_4616_storz	-	1194214	0.724406229976462	inactive	1193050	1194174	rluE-nudJ	-
TSS_6487_storz	+	1687602	0.629354386423237	inactive	1687876	1689384	ydgA	+
TSS_7989_storz	-	2081048	0.613902404221389	inactive	2079405	2080571	dacD	-
TSS_17667_regulondb	-	4514750	1.48831049871581	inactive	4508713	4514700	fecABCDE	-
TSS_5405_wanner	+	1381943	0.601398258551189	inactive	1382141	1386285	ycjXF-tyrR	+
TSS_10959_regulondb	-	2907716	2.86903313484746	active	2904665	2907688	pyrG-eno	-
TSS_2728_storz	+	705083	0.62157817239071	inactive	705316	706980	glnS	+
TSS_17119_wanner	-	4380502	0.664869113372669	inactive	4377030	4380341	frdABCD	-
TSS_1643_storz_regulondb	+	416325	0.836875952611477	inactive	416366	418408	phoBR	+
TSS_11668_regulondb	+	3086277	0.844403542605163	inactive	3086306	3087700	galP	+
TSS_10882_storz	-	2890210	0.728865236612522	inactive	2885600	2889920	cysJIH	-
TSS_11180_storz_regulondb	-	2964139	0.965963892382129	inactive	2962383	2964059	lgt-thyA	-
TSS_9915_regulondb	-	2637455	0.694618460187202	inactive	2636685	2637305	yfgM	-
TSS_8025_storz	-	2087970	0.756635747396285	inactive	2087235	2087737	yefM-yoeB	-
TSS_8117_regulondb	-	2106518	0.767934509198734	inactive	2104084	2106353	glf-wbbH	-
TSS_12657_storz	+	3326768	0.613902404221389	inactive	3326985	3328418	dacB	+
TSS_2488_regulondb	+	651207	0.680215196059028	inactive	651458	653765	dpiBA	+
TSS_12495_wanner	-	3296933	0.730080696151801	inactive	3296233	3296868	yraR	-
TSS_3263_storz	+	849351	0.597654106190384	inactive	849673	850188	ompX	+
TSS_2203_storz_wanner_regulondb	-	576093	2.30386043663473	active	574981	576048	nmpC	-
TSS_11991_regulondb	-	3167771	0.779279414245194	inactive	3167306	3167698	ygiW	-
TSS_8819_storz	+	2321246	0.591494975180392	inactive	2321469	2325315	atoDAEB	+
TSS_1848_wanner	-	464784	0.782783112742421	inactive	464076	464771	queC	-
TSS_7966_regulondb	-	2077410	1.65707611251654	active	2077056	2077385	yeeX	-
TSS_3579_regulondb	+	932404	1.64162927364745	active	932447	936436	ftsK	+
TSS_3547_storz_regulondb	-	925584	0.613902404221389	inactive	925107	925194	serW	-
TSS_12250_regulondb	-	3233914	0.965824232053801	inactive	3232761	3233897	rlmG	-
TSS_9995_regulondb	-	2654749	0.616129909957014	inactive	2653097	2654380	pepB	-
TSS_10629_storz	+	2812819	1.28172268457268	inactive	2812824	2812895	micA	+
TSS_10807_storz_regulondb	-	2868708	0.771194040637484	inactive	2866915	2868296	umpG-pcm	-
TSS_6933_wanner	-	1807345	0.777456252386691	inactive	1806721	1807257	yniB	-
TSS_11246_regulondb	-	2980230	0.561347690654527	inactive	2977965	2980204	araE-ygeA	-
TSS_7622_wanner_regulondb	-	1986025	6.47919806411656	active	1985531	1985782	yecJ	-
TSS_7622_wanner_regulondb	-	1986025	6.47919806411656	active	1985863	1986022	isrB	-
TSS_7622_wanner_regulondb	-	1986025	6.47919806411656	active	1985897	1985983	azuC	-
TSS_10456_storz	+	2763562	0.719208584785227	inactive	2763940	2765377	rnlAB	+
TSS_9092_regulondb	-	2409753	0.604274212055335	inactive	2407542	2409374	yfbS	-
TSS_6736_regulondb	+	1753685	0.602052321555477	inactive	1753722	1755134	pykF	+
TSS_16028_storz	+	4110313	0.570216653520291	inactive	4110338	4110778	yiiR	+
TSS_7428_storz	+	1935372	0.687593125503526	inactive	1935673	1937115	pykA	+
TSS_1713_storz_wanner_regulondb	-	431315	1.22780480844278	inactive	430353	431237	tsx	-
TSS_13223_regulondb	-	3440867	0.695180253001241	inactive	3437638	3440493	rpsMKD-rpoA-rplQ	-
TSS_6700_regulondb	+	1744697	0.915756935416955	inactive	1744724	1745029	ydhR	+
TSS_6700_regulondb	+	1744697	0.915756935416955	inactive	1745155	1746759	ydhS	+
TSS_4392_regulondb	-	1143644	0.549114383189165	inactive	1140405	1143590	rne	-
TSS_13036_wanner	+	3405354	0.820523926025805	inactive	3405397	3407973	yhdT-panF-prmA	+
TSS_12170_regulondb	+	3208668	3.65398395696847	active	3208803	3212910	rpsU-dnaG-rpoD	+
TSS_5334_regulondb	-	1349142	1.71256401898145	active	1348275	1349063	fabI	-
TSS_10587_storz_regulondb	+	2798678	2.03607127576084	active	2798745	2802483	nrdHIEF	+
TSS_16250_storz	+	4161392	0.997303670059003	inactive	4161662	4164308	btuB-murI	+
TSS_1977_storz	-	494402	0.585282013687879	inactive	493300	494234	ybaB-recR	-
TSS_6837_storz	-	1785435	0.729895604358785	inactive	1782758	1785136	ppsA	-
TSS_13155_regulondb	+	3431672	1.43873253933686	inactive	3431712	3433183	def-fmt	+
TSS_9763_storz	-	2594806	0.86984555173587	inactive	2591866	2594759	ypfJ-tmcA	-
TSS_15486_storz	+	3984044	0.712359764327859	inactive	3984455	3984626	glmZ	+
TSS_12256_regulondb	+	3234387	0.626421852562973	inactive	3234562	3235254	ygjQ	+
TSS_10574_storz_regulondb	+	2795209	1.18158948604572	inactive	2795233	2796066	ygaVP	+
TSS_8314_storz	+	2176399	0.644712619152759	inactive	2176843	2180083	yegTUV	+
TSS_15065_storz	+	3890742	0.792861359852376	inactive	3890788	3891747	yidZ	+
TSS_11016_regulondb	-	2922407	0.549114383189165	inactive	2920557	2922135	yqcC-truC-yqcA	-
TSS_14434_regulondb	+	3719088	0.677323053859736	inactive	3719177	3720072	insK	+
TSS_323_storz	-	79156	0.641911690522635	inactive	77367	78799	sgrST-setA	-
TSS_13673_regulondb	+	3530812	0.55023210118781	inactive	3530840	3532462	pck	+
TSS_6995_storz	-	1824037	0.579801160388759	inactive	1823164	1823649	spy	-
TSS_17725_storz_regulondb	+	4525999	1.12741739105015	inactive	4526000	4526089	ryjB	+
TSS_9614_regulondb	-	2542686	1.14657806676962	inactive	2541854	2542645	ucpA	-
TSS_1390_storz	-	334381	0.8138150702566	inactive	333749	334246	yahC	-
TSS_11968_wanner	-	3164042	1.02321589985801	inactive	3161737	3163995	parC	-
TSS_13624_regulondb	-	3520950	0.726565656029482	inactive	3518637	3520773	hofMNOP	-
TSS_7232_regulondb	+	1892652	0.598497296755703	inactive	1892829	1894772	pabB-nudL	+
TSS_3957_storz	+	1017318	0.609371490260893	inactive	1017708	1018160	matP	+
TSS_16038_storz	-	4111882	0.643092428553485	inactive	4110990	4111744	yiiS-uspD	-
TSS_7879_storz	+	2057460	0.511968985918828	inactive	2057875	2057950	asnU	+
TSS_3917_storz	+	1007053	0.577800985239232	inactive	1007067	1011094	rlmL-uup	+
TSS_14259_regulondb	-	3676435	0.708928474729828	inactive	3674313	3676388	yhjG	-
TSS_5447_storz	+	1391116	0.924251386942168	inactive	1391251	1392864	mppA	+
TSS_294_storz	+	70387	0.746412426622941	inactive	70387	71265	araC	+
TSS_8576_storz	-	2257412	1.1224014415723	inactive	2255451	2257318	psuKG	-
TSS_12886_regulondb	-	3372725	0.513415057018474	inactive	3371720	3372511	nanR	-
TSS_18122_storz	+	4638571	0.625234894469168	inactive	4638965	4639651	yjtD	+
TSS_9216_storz	+	2435931	1.05121671427104	inactive	2435972	2436967	flk	+
TSS_4117_regulondb	-	1063142	0.530502334701112	inactive	1061773	1062998	cbpAM	-
TSS_17871_storz	+	4570183	1.12445483143023	inactive	4570437	4571954	yjiT	+
TSS_3899_storz	+	1003687	0.702440076901614	inactive	1003991	1005001	pyrD	+
TSS_5678_storz	+	1461530	0.885411742684199	inactive	1461563	1463085	paaXY	+
TSS_8006_wanner	-	2085260	4.76390970110046	active	2083728	2085086	plaP	-
TSS_15539_storz	-	3996120	0.67552283408413	inactive	3992545	3995922	yifL-dapF-yigA-xerC-yigB	-
TSS_15477_storz	+	3980943	0.679598227486858	inactive	3980981	3982216	aslB	+
TSS_6187_wanner	-	1616963	0.829113529859779	inactive	1616267	1616932	marC	-
TSS_502_regulondb	+	118681	0.663969003484866	inactive	118733	120135	ampDE	+
TSS_8254_storz	+	2162780	0.624906052411164	inactive	2163213	2163545	yegP	+
TSS_7029_storz	+	1839485	0.729258347086743	inactive	1839514	1839921	nudG	+
TSS_9823_regulondb	+	2614048	0.96891973088878	inactive	2614116	2615959	bepA-yfgD	+
TSS_7719_regulondb	+	2011229	0.929348057857296	inactive	2011253	2017537	fliFGHIJK	+
TSS_2395_regulondb	+	629078	0.669404075936029	inactive	629117	631222	cstA	+
TSS_5870_storz	+	1507153	0.64510651186503	inactive	1507310	1507948	hicAB	+
TSS_16694_storz	+	4262060	0.657588154922486	inactive	4262337	4263752	dnaB	+
TSS_12941_storz	-	3382396	0.690927941549816	inactive	3381352	3382290	mdh	-
TSS_3580_regulondb	+	932441	0.951123123693719	inactive	932447	936436	ftsK	+
TSS_3902_regulondb	+	1003955	2.37452326112471	active	1003991	1005001	pyrD	+
TSS_726_storz	+	176450	0.72648954323541	inactive	176610	176954	erpA	+
TSS_15491_regulondb	+	3984452	12.7406566629782	active	3984455	3984626	glmZ	+
TSS_4684_regulondb	+	1209418	0.586102381047963	inactive	1209569	1210402	mcrA	+
TSS_9478_storz	-	2513868	0.670658063305493	inactive	2512353	2513465	insL-3	-
TSS_5156_storz	+	1308931	0.66525276244034	inactive	1309113	1309832	tonB	+
TSS_7521_storz	-	1952657	0.576490000376153	inactive	1950290	1952437	yecN-cmoAB	-
TSS_10475_storz	+	2765434	0.661767903505581	inactive	2765732	2767508	yfjPQ	+
TSS_14806_storz	+	3819195	0.598497296755703	inactive	3819451	3820074	gmk	+
TSS_12122_regulondb	-	3194948	0.569241405597116	inactive	3193342	3194775	rfaE	-
TSS_2166_storz	+	565455	0.585659707200965	inactive	565674	565910	ybcD	+
TSS_11732_regulondb	-	3099766	0.711898117668883	inactive	3098926	3099645	yggN	-
TSS_17285_wanner	-	4417661	2.44654778896456	active	4416584	4417648	ulaG	-
TSS_3087_wanner	-	797680	0.761897685293937	inactive	796836	797654	ybhA	-
TSS_17459_regulondb	+	4465303	0.613902404221389	inactive	4465454	4468344	mgtLA	+
TSS_2328_storz	-	603906	0.932406060406373	inactive	602639	603886	ybdG	-
TSS_4097_storz	+	1055464	0.681523868990179	inactive	1055484	1056512	torT	+
TSS_925_storz	-	214603	0.594646019889282	inactive	213678	214125	yaeP-rof	-
TSS_8479_regulondb	+	2229841	1.65481551385973	active	2229866	2230750	cdd	+
TSS_13146_wanner	-	3429996	0.770853008173414	inactive	3427788	3429984	yrdD-tsaC-aroE-yrdB	-
TSS_15741_regulondb	-	4039064	0.784942381928669	inactive	4033554	4038659	rrsA-ileT-alaT-rrlA-rrfA	-
TSS_8067_regulondb	-	2096437	0.647258394869949	inactive	2095345	2096325	wzzB	-
TSS_10431_regulondb	+	2757000	0.652415172885602	inactive	2757007	2758416	yfjI	+
TSS_17624_regulondb	-	4501480	0.723610044061137	inactive	4500126	4501454	insG	-
TSS_1844_wanner	+	463573	0.601688317010648	inactive	463626	464024	fadM	+
TSS_7117_storz	-	1862850	0.520064047235422	inactive	1860795	1862758	gapA-yeaD	-
TSS_6594_storz	+	1718750	0.613902404221389	inactive	1719049	1722157	ydhIJK	+
TSS_5921_wanner	+	1521219	3.58071370889043	active	1521331	1522392	yncE	+
TSS_6039_storz	-	1566935	0.575038674552342	inactive	1565528	1566847	yddW	-
TSS_7216_storz	-	1889790	0.654969071539467	inactive	1887975	1889291	tsaB-yeaY	-
TSS_17068_storz_regulondb	+	4370784	0.912403564954949	inactive	4370832	4371185	yjeI	+
TSS_7746_regulondb	-	2026528	0.677742473962762	inactive	2026212	2026394	yodC	-
TSS_11318_regulondb	-	2998061	0.659730292988154	inactive	2997158	2997913	ygeR	-
TSS_11954_regulondb	-	3160873	0.778381653466511	inactive	3159279	3160691	ftsP	-
TSS_10619_storz	+	2808666	0.625951191528696	inactive	2808792	2812176	mprA-emrAB	+
TSS_17576_storz	-	4492508	0.539884978341261	inactive	4488164	4492429	idnDOTR	-
TSS_14034_regulondb	+	3617067	0.585893117920143	inactive	3617215	3621450	rhsB	+
TSS_4751_storz	+	1225332	0.62296423214238	inactive	1225823	1226191	ycgJ	+
TSS_17901_storz_regulondb	+	4577858	1.11463651898332	inactive	4577858	4577934	symR	+
TSS_17616_regulondb	+	4499081	0.613902404221389	inactive	4499283	4499612	yjgZ	+
TSS_2000_wanner	-	502518	1.68832393057167	active	500786	502462	ybaL	-
